,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS
3909756,3909756,2023-07-08 03:51:34,525,5499,30,13578694,157
3909757,3909757,2023-07-08 03:52:47,1080,4644,24,13578767,157
3909758,3909758,2023-07-08 03:55:53,4270,43,89,13578953,157
3909759,3909759,2023-07-08 03:56:36,4728,1682,22,13578996,157
3909760,3909760,2023-07-08 03:56:47,1651,8831,22,13579007,157
3909761,3909761,2023-07-08 03:57:34,694,9053,80,13579054,157
3909762,3909762,2023-07-08 03:59:46,3610,830,40,13579186,157
3909763,3909763,2023-07-08 04:01:53,856,4688,23,13579313,157
3909764,3909764,2023-07-08 04:02:49,4161,2155,29,13579369,157
3909765,3909765,2023-07-08 04:05:13,1369,11,44,13579513,157
3909766,3909766,2023-07-08 04:05:49,3290,6976,74,13579549,157
3909767,3909767,2023-07-08 04:07:27,3142,8799,82,13579647,157
3909768,3909768,2023-07-08 04:11:29,4770,4567,89,13579889,157
3909769,3909769,2023-07-08 04:12:51,4560,6748,87,13579971,157
3909770,3909770,2023-07-08 04:12:57,3940,6234,96,13579977,157
3909771,3909771,2023-07-08 04:13:01,4769,3414,26,13579981,157
3909772,3909772,2023-07-08 04:13:14,1768,9209,64,13579994,157
3909773,3909773,2023-07-08 04:13:37,4001,654,89,13580017,157
3909774,3909774,2023-07-08 04:15:04,3970,434,17,13580104,157
3909775,3909775,2023-07-08 04:16:02,4074,7355,11,13580162,157
3909776,3909776,2023-07-08 04:16:28,4296,7594,28,13580188,157
3909777,3909777,2023-07-08 04:17:06,0,8818,63,13580226,157
3909778,3909778,2023-07-08 04:17:19,4621,2886,3,13580239,157
3909779,3909779,2023-07-08 04:18:20,3541,7525,19,13580300,157
3909780,3909780,2023-07-08 04:20:04,3549,9217,35,13580404,157
3909781,3909781,2023-07-08 04:20:18,4344,3092,84,13580418,157
3909782,3909782,2023-07-08 04:21:45,2346,9286,41,13580505,157
3909783,3909783,2023-07-08 04:23:01,2332,7063,27,13580581,157
3909784,3909784,2023-07-08 04:23:23,295,6918,56,13580603,157
3909785,3909785,2023-07-08 04:23:42,1831,744,71,13580622,157
3909786,3909786,2023-07-08 04:24:32,2804,293,39,13580672,157
3909787,3909787,2023-07-08 04:24:53,4401,6370,81,13580693,157
3909788,3909788,2023-07-08 04:25:58,2287,5935,76,13580758,157
3909789,3909789,2023-07-08 04:26:47,16,5665,95,13580807,157
3909790,3909790,2023-07-08 04:26:52,2857,1107,68,13580812,157
3909791,3909791,2023-07-08 04:26:53,4907,9772,7,13580813,157
3909792,3909792,2023-07-08 04:27:07,600,6386,12,13580827,157
3909793,3909793,2023-07-08 04:27:55,4751,852,40,13580875,157
3909794,3909794,2023-07-08 04:28:44,1582,3748,10,13580924,157
3909795,3909795,2023-07-08 04:30:55,4691,2233,95,13581055,157
3909796,3909796,2023-07-08 04:31:35,763,4670,91,13581095,157
3909797,3909797,2023-07-08 04:31:56,2538,4011,63,13581116,157
3909798,3909798,2023-07-08 04:31:58,2100,1655,78,13581118,157
3909799,3909799,2023-07-08 04:32:59,1858,2264,17,13581179,157
3909800,3909800,2023-07-08 04:33:16,2640,6955,31,13581196,157
3909801,3909801,2023-07-08 04:33:32,3396,2344,36,13581212,157
3909802,3909802,2023-07-08 04:33:59,2,5498,40,13581239,157
3909803,3909803,2023-07-08 04:34:01,2403,9550,12,13581241,157
3909804,3909804,2023-07-08 04:34:41,1127,2997,75,13581281,157
3909805,3909805,2023-07-08 04:34:44,806,6791,69,13581284,157
3909806,3909806,2023-07-08 04:35:09,4733,6919,97,13581309,157
3909807,3909807,2023-07-08 04:35:28,383,133,89,13581328,157
3909808,3909808,2023-07-08 04:36:34,4634,205,88,13581394,157
3909809,3909809,2023-07-08 04:38:02,2704,4735,67,13581482,157
3909810,3909810,2023-07-08 04:38:20,2385,8841,66,13581500,157
3909811,3909811,2023-07-08 04:38:34,4404,6986,97,13581514,157
3909812,3909812,2023-07-08 04:39:50,3868,8310,97,13581590,157
3909813,3909813,2023-07-08 04:40:08,1724,4750,79,13581608,157
3909814,3909814,2023-07-08 04:40:12,2695,8219,5,13581612,157
3909815,3909815,2023-07-08 04:40:33,2061,1861,87,13581633,157
3909816,3909816,2023-07-08 04:40:42,3841,3922,14,13581642,157
3909817,3909817,2023-07-08 04:40:58,1286,591,5,13581658,157
3909818,3909818,2023-07-08 04:41:22,1645,5096,53,13581682,157
3909819,3909819,2023-07-08 04:41:38,2827,4187,51,13581698,157
3909820,3909820,2023-07-08 04:41:47,3374,1566,27,13581707,157
3909821,3909821,2023-07-08 04:42:10,4412,1030,93,13581730,157
3909822,3909822,2023-07-08 04:42:39,1878,1623,59,13581759,157
3909823,3909823,2023-07-08 04:42:42,1213,2975,80,13581762,157
3909824,3909824,2023-07-08 04:42:55,3115,5847,47,13581775,157
3909825,3909825,2023-07-08 04:43:05,996,7259,51,13581785,157
3909826,3909826,2023-07-08 04:43:08,3040,4299,90,13581788,157
3909827,3909827,2023-07-08 04:43:41,977,6149,90,13581821,157
3909828,3909828,2023-07-08 04:44:00,2488,146,58,13581840,157
3909829,3909829,2023-07-08 04:44:03,1466,9732,31,13581843,157
3909830,3909830,2023-07-08 04:45:31,474,6698,12,13581931,157
3909831,3909831,2023-07-08 04:46:15,3886,8527,78,13581975,157
3909832,3909832,2023-07-08 04:46:26,3828,8147,62,13581986,157
3909833,3909833,2023-07-08 04:46:35,367,9248,56,13581995,157
3909834,3909834,2023-07-08 04:47:05,4109,924,35,13582025,157
3909835,3909835,2023-07-08 04:47:15,280,1009,41,13582035,157
3909836,3909836,2023-07-08 04:47:37,169,1617,20,13582057,157
3909837,3909837,2023-07-08 04:48:21,368,5820,17,13582101,157
3909838,3909838,2023-07-08 04:48:46,2702,4097,22,13582126,157
3909839,3909839,2023-07-08 04:48:54,1754,3517,50,13582134,157
3909840,3909840,2023-07-08 04:49:04,4425,485,34,13582144,157
3909841,3909841,2023-07-08 04:50:28,2135,700,7,13582228,157
3909842,3909842,2023-07-08 04:52:20,3191,9171,19,13582340,157
3909843,3909843,2023-07-08 04:52:26,3267,1729,71,13582346,157
3909844,3909844,2023-07-08 04:53:27,2959,9239,72,13582407,157
3909845,3909845,2023-07-08 04:53:34,403,2955,16,13582414,157
3909846,3909846,2023-07-08 04:53:42,2821,7778,23,13582422,157
3909847,3909847,2023-07-08 04:53:43,434,4022,40,13582423,157
3909848,3909848,2023-07-08 04:54:19,1040,8827,64,13582459,157
3909849,3909849,2023-07-08 04:54:20,2522,5296,66,13582460,157
3909850,3909850,2023-07-08 04:55:08,2314,844,84,13582508,157
3909851,3909851,2023-07-08 04:56:42,1891,8564,25,13582602,157
3909852,3909852,2023-07-08 04:57:15,4171,1389,29,13582635,157
3909853,3909853,2023-07-08 04:57:16,4582,5756,94,13582636,157
3909854,3909854,2023-07-08 04:58:03,1195,4341,8,13582683,157
3909855,3909855,2023-07-08 04:58:25,1399,9360,70,13582705,157
3909856,3909856,2023-07-08 04:58:45,646,7194,75,13582725,157
3909857,3909857,2023-07-08 04:59:02,4080,5249,48,13582742,157
3909858,3909858,2023-07-08 04:59:59,2151,4074,73,13582799,157
3909859,3909859,2023-07-08 05:00:02,3040,1769,91,13582802,157
3909860,3909860,2023-07-08 05:00:13,4808,5546,60,13582813,157
3909861,3909861,2023-07-08 05:01:05,4403,6165,88,13582865,157
3909862,3909862,2023-07-08 05:01:14,323,8034,18,13582874,157
3909863,3909863,2023-07-08 05:01:42,150,4863,10,13582902,157
3909864,3909864,2023-07-08 05:02:17,4384,2357,50,13582937,157
3909865,3909865,2023-07-08 05:02:47,4057,2346,32,13582967,157
3909866,3909866,2023-07-08 05:02:51,1214,2782,35,13582971,157
3909867,3909867,2023-07-08 05:02:52,1360,7609,77,13582972,157
3909868,3909868,2023-07-08 05:03:23,3309,6236,47,13583003,157
3909869,3909869,2023-07-08 05:03:34,3799,4283,49,13583014,157
3909870,3909870,2023-07-08 05:03:36,434,1822,40,13583016,157
3909871,3909871,2023-07-08 05:03:43,1593,7056,44,13583023,157
3909872,3909872,2023-07-08 05:03:54,1965,7466,85,13583034,157
3909873,3909873,2023-07-08 05:03:56,4840,7249,97,13583036,157
3909874,3909874,2023-07-08 05:04:03,2191,1366,71,13583043,157
3909875,3909875,2023-07-08 05:04:27,4808,1121,59,13583067,157
3909876,3909876,2023-07-08 05:05:00,4195,4891,65,13583100,157
3909877,3909877,2023-07-08 05:05:08,4027,5247,75,13583108,157
3909878,3909878,2023-07-08 05:06:05,2572,1939,54,13583165,157
3909879,3909879,2023-07-08 05:06:06,2052,2564,31,13583166,157
3909880,3909880,2023-07-08 05:06:12,4140,5318,71,13583172,157
3909881,3909881,2023-07-08 05:06:14,751,9842,95,13583174,157
3909882,3909882,2023-07-08 05:06:37,1783,9767,7,13583197,157
3909883,3909883,2023-07-08 05:06:59,511,3531,55,13583219,157
3909884,3909884,2023-07-08 05:07:20,2238,1997,71,13583240,157
3909885,3909885,2023-07-08 05:07:21,2590,5531,98,13583241,157
3909886,3909886,2023-07-08 05:07:42,4721,5667,87,13583262,157
3909887,3909887,2023-07-08 05:08:04,1293,8192,57,13583284,157
3909888,3909888,2023-07-08 05:08:26,872,5639,9,13583306,157
3909889,3909889,2023-07-08 05:09:09,1085,5925,44,13583349,157
3909890,3909890,2023-07-08 05:09:25,3108,4191,74,13583365,157
3909891,3909891,2023-07-08 05:09:51,1724,8108,78,13583391,157
3909892,3909892,2023-07-08 05:09:55,130,4397,31,13583395,157
3909893,3909893,2023-07-08 05:10:16,265,8133,49,13583416,157
3909894,3909894,2023-07-08 05:10:54,2166,1537,62,13583454,157
3909895,3909895,2023-07-08 05:11:28,3381,9145,81,13583488,157
3909896,3909896,2023-07-08 05:11:34,847,1115,97,13583494,157
3909897,3909897,2023-07-08 05:11:58,39,4560,86,13583518,157
3909898,3909898,2023-07-08 05:12:05,2982,5852,34,13583525,157
3909899,3909899,2023-07-08 05:12:11,1861,6187,52,13583531,157
3909900,3909900,2023-07-08 05:12:35,3794,730,44,13583555,157
3909901,3909901,2023-07-08 05:12:48,4074,5238,10,13583568,157
3909902,3909902,2023-07-08 05:13:18,1340,3380,16,13583598,157
3909903,3909903,2023-07-08 05:13:35,175,286,74,13583615,157
3909904,3909904,2023-07-08 05:13:41,2471,7961,96,13583621,157
3909905,3909905,2023-07-08 05:13:52,1892,6395,68,13583632,157
3909906,3909906,2023-07-08 05:14:00,4401,1616,79,13583640,157
3909907,3909907,2023-07-08 05:14:07,2075,8194,91,13583647,157
3909908,3909908,2023-07-08 05:14:27,3474,3436,55,13583667,157
3909909,3909909,2023-07-08 05:14:32,4850,8732,37,13583672,157
3909910,3909910,2023-07-08 05:14:35,4804,3247,51,13583675,157
3909911,3909911,2023-07-08 05:14:37,2384,5089,98,13583677,157
3909912,3909912,2023-07-08 05:14:55,59,9834,72,13583695,157
3909913,3909913,2023-07-08 05:14:57,4537,812,22,13583697,157
3909914,3909914,2023-07-08 05:15:05,2298,9083,27,13583705,157
3909915,3909915,2023-07-08 05:15:18,970,2950,78,13583718,157
3909916,3909916,2023-07-08 05:15:46,1920,7301,27,13583746,157
3909917,3909917,2023-07-08 05:16:03,1236,2643,7,13583763,157
3909918,3909918,2023-07-08 05:16:08,3255,1688,57,13583768,157
3909919,3909919,2023-07-08 05:16:12,196,1656,93,13583772,157
3909920,3909920,2023-07-08 05:16:20,446,5382,94,13583780,157
3909921,3909921,2023-07-08 05:16:36,2377,5823,92,13583796,157
3909922,3909922,2023-07-08 05:16:52,3180,1792,95,13583812,157
3909923,3909923,2023-07-08 05:16:52,1999,558,10,13583812,157
3909924,3909924,2023-07-08 05:16:53,97,2413,95,13583813,157
3909925,3909925,2023-07-08 05:16:56,4566,7974,50,13583816,157
3909926,3909926,2023-07-08 05:17:11,4903,689,80,13583831,157
3909927,3909927,2023-07-08 05:17:16,3430,4769,85,13583836,157
3909928,3909928,2023-07-08 05:17:26,1977,3183,45,13583846,157
3909929,3909929,2023-07-08 05:17:28,1814,5261,86,13583848,157
3909930,3909930,2023-07-08 05:17:30,2871,7214,49,13583850,157
3909931,3909931,2023-07-08 05:18:00,298,3466,41,13583880,157
3909932,3909932,2023-07-08 05:18:40,2238,6932,71,13583920,157
3909933,3909933,2023-07-08 05:18:50,2025,9549,49,13583930,157
3909934,3909934,2023-07-08 05:19:03,4439,9621,64,13583943,157
3909935,3909935,2023-07-08 05:19:04,4569,9249,6,13583944,157
3909936,3909936,2023-07-08 05:19:08,4403,8756,88,13583948,157
3909937,3909937,2023-07-08 05:19:21,2856,8582,81,13583961,157
3909938,3909938,2023-07-08 05:19:26,1214,6311,33,13583966,157
3909939,3909939,2023-07-08 05:19:39,381,965,66,13583979,157
3909940,3909940,2023-07-08 05:19:44,4609,6288,46,13583984,157
3909941,3909941,2023-07-08 05:19:54,4011,4909,53,13583994,157
3909942,3909942,2023-07-08 05:19:54,1546,6275,40,13583994,157
3909943,3909943,2023-07-08 05:20:33,1345,6499,76,13584033,157
3909944,3909944,2023-07-08 05:21:50,817,7046,68,13584110,157
3909945,3909945,2023-07-08 05:21:54,2375,2022,63,13584114,157
3909946,3909946,2023-07-08 05:22:00,211,240,16,13584120,157
3909947,3909947,2023-07-08 05:22:14,477,3443,60,13584134,157
3909948,3909948,2023-07-08 05:22:37,4748,3820,31,13584157,157
3909949,3909949,2023-07-08 05:22:42,586,9337,40,13584162,157
3909950,3909950,2023-07-08 05:22:58,4431,1218,94,13584178,157
3909951,3909951,2023-07-08 05:23:00,1858,7076,20,13584180,157
3909952,3909952,2023-07-08 05:23:30,1689,8465,52,13584210,157
3909953,3909953,2023-07-08 05:23:30,2963,612,29,13584210,157
3909954,3909954,2023-07-08 05:23:34,35,4206,13,13584214,157
3909955,3909955,2023-07-08 05:23:44,3972,4881,14,13584224,157
3909956,3909956,2023-07-08 05:24:15,3040,5404,91,13584255,157
3909957,3909957,2023-07-08 05:24:30,2218,9212,49,13584270,157
3909958,3909958,2023-07-08 05:24:38,3182,4136,10,13584278,157
3909959,3909959,2023-07-08 05:25:14,163,1609,27,13584314,157
3909960,3909960,2023-07-08 05:25:21,2040,1649,4,13584321,157
3909961,3909961,2023-07-08 05:25:34,379,2112,95,13584334,157
3909962,3909962,2023-07-08 05:25:34,3464,7024,80,13584334,157
3909963,3909963,2023-07-08 05:25:38,2319,9912,9,13584338,157
3909964,3909964,2023-07-08 05:26:02,954,2364,83,13584362,157
3909965,3909965,2023-07-08 05:26:03,3676,8628,45,13584363,157
3909966,3909966,2023-07-08 05:26:03,1643,3870,53,13584363,157
3909967,3909967,2023-07-08 05:26:10,1156,6881,49,13584370,157
3909968,3909968,2023-07-08 05:26:32,4675,200,61,13584392,157
3909969,3909969,2023-07-08 05:26:46,4515,9261,83,13584406,157
3909970,3909970,2023-07-08 05:26:59,4770,2112,89,13584419,157
3909971,3909971,2023-07-08 05:27:02,3838,5082,41,13584422,157
3909972,3909972,2023-07-08 05:27:16,3941,128,99,13584436,157
3909973,3909973,2023-07-08 05:27:27,2027,5735,81,13584447,157
3909974,3909974,2023-07-08 05:27:30,1640,4397,34,13584450,157
3909975,3909975,2023-07-08 05:28:03,1555,5593,73,13584483,157
3909976,3909976,2023-07-08 05:28:36,3353,5503,89,13584516,157
3909977,3909977,2023-07-08 05:28:38,956,4749,40,13584518,157
3909978,3909978,2023-07-08 05:28:47,974,3990,42,13584527,157
3909980,3909980,2023-07-08 05:30:18,3330,9777,79,13584618,157
3909979,3909979,2023-07-08 05:30:18,2005,5051,68,13584618,157
3909981,3909981,2023-07-08 05:30:25,3491,6708,73,13584625,157
3909982,3909982,2023-07-08 05:31:19,1233,1505,88,13584679,157
3909983,3909983,2023-07-08 05:31:20,3772,6635,34,13584680,157
3909984,3909984,2023-07-08 05:31:29,2145,6352,65,13584689,157
3909985,3909985,2023-07-08 05:31:40,3930,6690,48,13584700,157
3909986,3909986,2023-07-08 05:31:42,4971,8338,88,13584702,157
3909987,3909987,2023-07-08 05:31:55,3061,2861,27,13584715,157
3909988,3909988,2023-07-08 05:31:56,558,7733,3,13584716,157
3909989,3909989,2023-07-08 05:32:00,2744,4859,95,13584720,157
3909990,3909990,2023-07-08 05:32:08,1518,7675,6,13584728,157
3909991,3909991,2023-07-08 05:32:39,4240,5827,67,13584759,157
3909992,3909992,2023-07-08 05:32:41,1116,149,55,13584761,157
3909993,3909993,2023-07-08 05:33:09,1380,4027,65,13584789,157
3909994,3909994,2023-07-08 05:34:01,2741,1537,38,13584841,157
3909995,3909995,2023-07-08 05:34:11,1260,1591,80,13584851,157
3909996,3909996,2023-07-08 05:34:12,2087,4803,42,13584852,157
3909997,3909997,2023-07-08 05:34:14,3234,1872,23,13584854,157
3909998,3909998,2023-07-08 05:34:23,4053,2058,24,13584863,157
3909999,3909999,2023-07-08 05:34:45,3134,1786,57,13584885,157
3910000,3910000,2023-07-08 05:35:07,2461,4441,88,13584907,157
3910001,3910001,2023-07-08 05:35:09,3447,1227,8,13584909,157
3910002,3910002,2023-07-08 05:35:23,1254,492,81,13584923,157
3910003,3910003,2023-07-08 05:35:37,4827,6715,41,13584937,157
3910004,3910004,2023-07-08 05:35:58,4125,1189,13,13584958,157
3910005,3910005,2023-07-08 05:36:12,3717,2616,65,13584972,157
3910006,3910006,2023-07-08 05:36:31,4445,8294,11,13584991,157
3910007,3910007,2023-07-08 05:36:39,3629,3448,21,13584999,157
3910008,3910008,2023-07-08 05:36:54,2327,944,14,13585014,157
3910009,3910009,2023-07-08 05:37:06,4205,365,76,13585026,157
3910010,3910010,2023-07-08 05:37:14,1884,5026,101,13585034,157
3910011,3910011,2023-07-08 05:37:22,3761,7839,59,13585042,157
3910012,3910012,2023-07-08 05:37:24,1080,3697,27,13585044,157
3910013,3910013,2023-07-08 05:37:50,3661,1566,37,13585070,157
3910014,3910014,2023-07-08 05:37:50,360,2805,68,13585070,157
3910015,3910015,2023-07-08 05:38:06,1644,187,48,13585086,157
3910016,3910016,2023-07-08 05:38:30,3840,4892,70,13585110,157
3910017,3910017,2023-07-08 05:38:34,895,7101,26,13585114,157
3910018,3910018,2023-07-08 05:38:39,3147,3533,11,13585119,157
3910019,3910019,2023-07-08 05:38:59,4110,5618,29,13585139,157
3910020,3910020,2023-07-08 05:39:01,4272,1486,76,13585141,157
3910021,3910021,2023-07-08 05:39:05,2280,1844,79,13585145,157
3910022,3910022,2023-07-08 05:39:08,1908,9168,37,13585148,157
3910023,3910023,2023-07-08 05:39:20,3020,6939,20,13585160,157
3910024,3910024,2023-07-08 05:39:43,3235,5644,10,13585183,157
3910025,3910025,2023-07-08 05:39:44,4226,5125,46,13585184,157
3910026,3910026,2023-07-08 05:40:17,1178,4889,28,13585217,157
3910027,3910027,2023-07-08 05:40:44,4117,2282,34,13585244,157
3910028,3910028,2023-07-08 05:40:47,4976,9730,91,13585247,157
3910029,3910029,2023-07-08 05:40:48,340,5440,56,13585248,157
3910030,3910030,2023-07-08 05:40:56,1351,8590,6,13585256,157
3910031,3910031,2023-07-08 05:41:02,3522,8418,8,13585262,157
3910032,3910032,2023-07-08 05:41:09,575,6405,31,13585269,157
3910033,3910033,2023-07-08 05:41:13,3332,9674,10,13585273,157
3910034,3910034,2023-07-08 05:41:25,4624,5107,17,13585285,157
3910035,3910035,2023-07-08 05:41:25,4276,9170,10,13585285,157
3910036,3910036,2023-07-08 05:41:33,4709,7063,47,13585293,157
3910037,3910037,2023-07-08 05:42:01,3000,2385,24,13585321,157
3910038,3910038,2023-07-08 05:42:03,1486,1419,45,13585323,157
3910039,3910039,2023-07-08 05:42:05,3713,2240,54,13585325,157
3910040,3910040,2023-07-08 05:43:04,690,9516,49,13585384,157
3910041,3910041,2023-07-08 05:43:06,1510,9815,95,13585386,157
3910042,3910042,2023-07-08 05:43:39,153,4585,32,13585419,157
3910043,3910043,2023-07-08 05:43:41,84,2395,44,13585421,157
3910044,3910044,2023-07-08 05:43:50,1576,1289,63,13585430,157
3910045,3910045,2023-07-08 05:43:53,1369,9136,43,13585433,157
3910046,3910046,2023-07-08 05:44:10,2637,5960,78,13585450,157
3910047,3910047,2023-07-08 05:44:50,3685,6666,36,13585490,157
3910048,3910048,2023-07-08 05:45:19,4058,4101,44,13585519,157
3910049,3910049,2023-07-08 05:45:23,2814,2673,75,13585523,157
3910050,3910050,2023-07-08 05:45:30,4505,2758,70,13585530,157
3910051,3910051,2023-07-08 05:45:54,877,7707,38,13585554,157
3910052,3910052,2023-07-08 05:45:57,1318,3015,15,13585557,157
3910053,3910053,2023-07-08 05:46:10,2886,2161,50,13585570,157
3910054,3910054,2023-07-08 05:46:15,694,5338,80,13585575,157
3910055,3910055,2023-07-08 05:46:22,545,5171,97,13585582,157
3910056,3910056,2023-07-08 05:46:26,4972,7576,59,13585586,157
3910057,3910057,2023-07-08 05:46:36,2606,8390,31,13585596,157
3910058,3910058,2023-07-08 05:46:37,3317,6577,40,13585597,157
3910059,3910059,2023-07-08 05:46:38,2257,2624,34,13585598,157
3910060,3910060,2023-07-08 05:46:42,2326,8887,63,13585602,157
3910061,3910061,2023-07-08 05:46:47,4671,1034,84,13585607,157
3910062,3910062,2023-07-08 05:46:52,3141,2000,47,13585612,157
3910063,3910063,2023-07-08 05:47:06,1876,5284,98,13585626,157
3910064,3910064,2023-07-08 05:47:09,3559,3586,20,13585629,157
3910065,3910065,2023-07-08 05:47:12,3994,6457,8,13585632,157
3910066,3910066,2023-07-08 05:47:29,351,7593,40,13585649,157
3910067,3910067,2023-07-08 05:48:18,1061,1559,14,13585698,157
3910068,3910068,2023-07-08 05:48:18,2009,6545,57,13585698,157
3910069,3910069,2023-07-08 05:48:40,4417,8311,74,13585720,157
3910070,3910070,2023-07-08 05:49:10,2606,8925,31,13585750,157
3910071,3910071,2023-07-08 05:49:20,809,331,10,13585760,157
3910072,3910072,2023-07-08 05:49:26,3860,5737,8,13585766,157
3910073,3910073,2023-07-08 05:49:29,1451,3144,66,13585769,157
3910074,3910074,2023-07-08 05:49:38,4154,8059,90,13585778,157
3910075,3910075,2023-07-08 05:50:17,2814,83,74,13585817,157
3910076,3910076,2023-07-08 05:50:58,1477,6555,44,13585858,157
3910077,3910077,2023-07-08 05:51:14,4916,7109,15,13585874,157
3910078,3910078,2023-07-08 05:51:15,4962,1203,75,13585875,157
3910079,3910079,2023-07-08 05:51:28,490,9977,72,13585888,157
3910080,3910080,2023-07-08 05:51:38,2610,4542,85,13585898,157
3910081,3910081,2023-07-08 05:51:44,2877,8371,23,13585904,157
3910082,3910082,2023-07-08 05:52:16,3513,2454,26,13585936,157
3910083,3910083,2023-07-08 05:52:30,3820,5098,33,13585950,157
3910084,3910084,2023-07-08 05:52:54,2611,429,14,13585974,157
3910085,3910085,2023-07-08 05:53:00,185,3953,19,13585980,157
3910086,3910086,2023-07-08 05:53:07,3339,6355,81,13585987,157
3910087,3910087,2023-07-08 05:53:11,1922,2596,80,13585991,157
3910088,3910088,2023-07-08 05:53:12,2356,9671,93,13585992,157
3910089,3910089,2023-07-08 05:53:19,729,6984,32,13585999,157
3910090,3910090,2023-07-08 05:53:21,2829,14,76,13586001,157
3910091,3910091,2023-07-08 05:53:27,3282,1588,44,13586007,157
3910092,3910092,2023-07-08 05:53:34,4933,5540,70,13586014,157
3910093,3910093,2023-07-08 05:53:46,2098,2486,51,13586026,157
3910094,3910094,2023-07-08 05:53:46,1501,7064,15,13586026,157
3910095,3910095,2023-07-08 05:53:48,3675,1578,46,13586028,157
3910096,3910096,2023-07-08 05:54:32,4165,6590,90,13586072,157
3910097,3910097,2023-07-08 05:54:34,2213,9972,40,13586074,157
3910098,3910098,2023-07-08 05:54:40,1437,5874,54,13586080,157
3910099,3910099,2023-07-08 05:54:53,4784,9355,87,13586093,157
3910100,3910100,2023-07-08 05:55:08,2801,7187,60,13586108,157
3910101,3910101,2023-07-08 05:55:16,2826,7300,81,13586116,157
